ANKRD45,ankyrin repeat domain 45,up,NA
ACSL4,acyl-CoA synthetase long chain family member 4,down,NA
LRP3,LDL receptor related protein 3,up,NA
MPG,N-methylpurine DNA glycosylase,up,NA
STK11,serine/threonine kinase 11,up,NA
HIST1H2BE,histone cluster 1 H2B family member e,down,NA
CDK12,cyclin dependent kinase 12,down,NA
ANXA3,annexin A3,down,NA
MED16,mediator complex subunit 16,up,NA
LMO4,LIM domain only 4,up,NA
STEAP1B,STEAP family member 1B,down,NA
HINT3,histidine triad nucleotide binding protein 3,down,NA
GRHL1,grainyhead like transcription factor 1,down,NA
SNX1,sorting nexin 1,up,NA
ATE1,arginyltransferase 1,down,NA
CD28,CD28 molecule,down,NA
NAT9,N-acetyltransferase 9 (putative),up,NA
USP12,ubiquitin specific peptidase 12,down,NA
PDCD1LG2,programmed cell death 1 ligand 2,down,NA
DPYSL3,dihydropyrimidinase like 3,down,NA
ELOVL7,ELOVL fatty acid elongase 7,down,NA
ROGDI,rogdi atypical leucine zipper,up,NA
SH3GL1,"SH3 domain containing GRB2 like 1, endophilin A2",up,NA
EXOC7,exocyst complex component 7,up,NA
C10orf88,chromosome 10 open reading frame 88,down,NA
ENAH,ENAH actin regulator,down,NA
CNP,"2',3'-cyclic nucleotide 3' phosphodiesterase",up,NA
MSANTD3-TMEFF1,MSANTD3-TMEFF1 readthrough,down,NA
TRIP4,thyroid hormone receptor interactor 4,down,NA
POLR2J,RNA polymerase II subunit J,up,NA
ARHGAP21,Rho GTPase activating protein 21,down,NA
SLC39A7,solute carrier family 39 member 7,up,NA
ADAM9,ADAM metallopeptidase domain 9,down,NA
MAOB,monoamine oxidase B,up,NA
RHOC,ras homolog family member C,up,NA
TRAK2,trafficking kinesin protein 2,down,NA
DNM1L,dynamin 1 like,down,NA
IDS,iduronate 2-sulfatase,down,NA
CDK19,cyclin dependent kinase 19,down,NA
RNF187,ring finger protein 187,up,NA
TATDN2,TatD DNase domain containing 2,up,NA
GNA13,G protein subunit alpha 13,down,NA
UPRT,uracil phosphoribosyltransferase homolog,down,NA
MTFR1,mitochondrial fission regulator 1,down,NA
TSTA3,tissue specific transplantation antigen P35B,up,NA
PPP6R2,protein phosphatase 6 regulatory subunit 2,up,NA
NT5C3A,"5'-nucleotidase, cytosolic IIIA",down,NA
WDR34,WD repeat domain 34,up,NA
CAVIN4,caveolae associated protein 4,down,NA
RELB,"RELB proto-oncogene, NF-kB subunit",up,NA
PARD6G,par-6 family cell polarity regulator gamma,down,NA
FAM227B,family with sequence similarity 227 member B,down,NA
UBE2E3,ubiquitin conjugating enzyme E2 E3,down,NA
COX20,cytochrome c oxidase assembly factor COX20,down,NA
OPA1,OPA1 mitochondrial dynamin like GTPase,down,NA
SCAMP1,secretory carrier membrane protein 1,down,NA
MBOAT7,membrane bound O-acyltransferase domain containing 7,up,NA
MZT1,mitotic spindle organizing protein 1,down,NA
SLC39A8,solute carrier family 39 member 8,up,NA
RNF11,ring finger protein 11,down,NA
KIFAP3,kinesin associated protein 3,up,NA
ARSA,arylsulfatase A,up,NA
SNX27,sorting nexin 27,up,NA
ARPP19,cAMP regulated phosphoprotein 19,down,NA
NRN1,neuritin 1,down,NA
SSR1,signal sequence receptor subunit 1,down,NA
KIAA0355,KIAA0355,down,NA
TGFBI,transforming growth factor beta induced,down,NA
WWOX,WW domain containing oxidoreductase,down,NA
HGD,"homogentisate 1,2-dioxygenase",down,NA
MTURN,"maturin, neural progenitor differentiation regulator homolog",down,NA
FLAD1,flavin adenine dinucleotide synthetase 1,up,NA
NSRP1,nuclear speckle splicing regulatory protein 1,down,NA
IL7R,interleukin 7 receptor,down,NA
AURKAIP1,aurora kinase A interacting protein 1,up,NA
MPP6,membrane palmitoylated protein 6,up,NA
DDIT3,DNA damage inducible transcript 3,up,NA
RENBP,renin binding protein,up,NA
CGGBP1,CGG triplet repeat binding protein 1,down,NA
IGF2,insulin like growth factor 2,down,NA
MED15,mediator complex subunit 15,up,NA
EHBP1L1,EH domain binding protein 1 like 1,up,NA
GET1,guided entry of tail-anchored proteins factor 1,down,NA
IRF3,interferon regulatory factor 3,up,NA
HSF1,heat shock transcription factor 1,up,NA
C1orf116,chromosome 1 open reading frame 116,down,NA
ACADVL,acyl-CoA dehydrogenase very long chain,up,NA
A2M,alpha-2-macroglobulin,down,NA
ANKRD34A,ankyrin repeat domain 34A,down,NA
TSPAN17,tetraspanin 17,up,NA
SEC61A1,SEC61 translocon alpha 1 subunit,up,NA
PSMD13,"proteasome 26S subunit, non-ATPase 13",up,NA
STARD7,StAR related lipid transfer domain containing 7,up,NA
SHISA5,shisa family member 5,up,NA
DMD,dystrophin,down,NA
PBX3,PBX homeobox 3,down,NA
FAM122B,family with sequence similarity 122B,down,NA
HIGD1A,HIG1 hypoxia inducible domain family member 1A,down,NA
SPIB,Spi-B transcription factor,down,NA
AKAP11,A-kinase anchoring protein 11,down,NA
KLF1,Kruppel like factor 1,up,NA
SLC16A3,solute carrier family 16 member 3,up,NA
STK38L,serine/threonine kinase 38 like,down,NA
TNIP1,TNFAIP3 interacting protein 1,up,NA
TNS3,tensin 3,down,NA
TATDN3,TatD DNase domain containing 3,up,NA
PSAP,prosaposin,up,NA
NELFE,negative elongation factor complex member E,up,NA
NRSN2,neurensin 2,up,NA
RGCC,regulator of cell cycle,down,NA
WNT9A,Wnt family member 9A,down,NA
TMBIM4,transmembrane BAX inhibitor motif containing 4,down,NA
SPATA33,spermatogenesis associated 33,down,NA
ADRM1,adhesion regulating molecule 1,up,NA
HIST1H2AC,histone cluster 1 H2A family member c,down,NA
MAML3,mastermind like transcriptional coactivator 3,down,NA
PRKAB1,protein kinase AMP-activated non-catalytic subunit beta 1,up,NA
AGAP2,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2",up,NA
SPINK4,"serine peptidase inhibitor, Kazal type 4",up,NA
USF3,upstream transcription factor family member 3,down,NA
TANGO2,transport and golgi organization 2 homolog,up,NA
CHD4,chromodomain helicase DNA binding protein 4,up,NA
C4orf3,chromosome 4 open reading frame 3,down,NA
NOMO2,NODAL modulator 2,down,NA
PLEKHM1,pleckstrin homology and RUN domain containing M1,up,NA
CREM,cAMP responsive element modulator,down,NA
PYM1,"PYM homolog 1, exon junction complex associated factor",down,NA
GAPVD1,GTPase activating protein and VPS9 domains 1,up,NA
SCFD1,sec1 family domain containing 1,down,NA
TSNAXIP1,translin associated factor X interacting protein 1,down,NA
BLOC1S6,biogenesis of lysosomal organelles complex 1 subunit 6,down,NA
B4GALT6,"beta-1,4-galactosyltransferase 6",down,NA
ALKAL2,ALK and LTK ligand 2,down,NA
SACM1L,SAC1 like phosphatidylinositide phosphatase,down,NA
MILR1,mast cell immunoglobulin like receptor 1,down,NA
PSMA5,proteasome subunit alpha 5,up,NA
SP100,SP100 nuclear antigen,up,NA
CD84,CD84 molecule,down,NA
ANXA9,annexin A9,down,NA
EWSR1,EWS RNA binding protein 1,up,NA
HSBP1,heat shock factor binding protein 1,down,NA
PPM1K,"protein phosphatase, Mg2+/Mn2+ dependent 1K",up,NA
MOV10,Mov10 RISC complex RNA helicase,up,NA
NELFB,negative elongation factor complex member B,up,NA
KLF16,Kruppel like factor 16,up,NA
E2F3,E2F transcription factor 3,down,NA
TM2D3,TM2 domain containing 3,up,NA
SFXN5,sideroflexin 5,up,NA
ATP9A,ATPase phospholipid transporting 9A (putative),down,NA
IRF8,interferon regulatory factor 8,down,NA
LIPC,"lipase C, hepatic type",down,NA
STOML2,stomatin like 2,up,NA
NECAB3,N-terminal EF-hand calcium binding protein 3,up,NA
KCTD12,potassium channel tetramerization domain containing 12,down,NA
AKAP8L,A-kinase anchoring protein 8 like,up,NA
GALR1,galanin receptor 1,down,NA
MINAR1,membrane integral NOTCH2 associated receptor 1,down,NA
VASP,vasodilator stimulated phosphoprotein,up,NA
MFSD1,major facilitator superfamily domain containing 1,down,NA
ZER1,zyg-11 related cell cycle regulator,up,NA
KCND3,potassium voltage-gated channel subfamily D member 3,down,NA
SELENOH,selenoprotein H,up,NA
H3F3A,H3 histone family member 3A,down,NA
CLN8,CLN8 transmembrane ER and ERGIC protein,down,NA
ATXN7L3B,ataxin 7 like 3B,down,NA
RAMP3,receptor activity modifying protein 3,down,NA
TMED1,transmembrane p24 trafficking protein 1,up,NA
LAPTM4B,lysosomal protein transmembrane 4 beta,up,NA
MORC1,MORC family CW-type zinc finger 1,down,NA
EFEMP2,EGF containing fibulin extracellular matrix protein 2,up,NA
MAP1LC3A,microtubule associated protein 1 light chain 3 alpha,up,NA
TMEM106C,transmembrane protein 106C,down,NA
CYTH3,cytohesin 3,down,NA
BCL7C,BAF chromatin remodeling complex subunit BCL7C,up,NA
XAB2,XPA binding protein 2,up,NA
JOSD2,Josephin domain containing 2,up,NA
SEMA7A,semaphorin 7A (John Milton Hagen blood group),down,NA
AHCTF1,AT-hook containing transcription factor 1,down,NA
ATP6V1D,ATPase H+ transporting V1 subunit D,down,NA
MDM1,Mdm1 nuclear protein,down,NA
EXOC3L4,exocyst complex component 3 like 4,up,NA
CMTM7,CKLF like MARVEL transmembrane domain containing 7,up,NA
ATOX1,antioxidant 1 copper chaperone,up,NA
MRPL28,mitochondrial ribosomal protein L28,up,NA
SCAMP2,secretory carrier membrane protein 2,up,NA
ARL3,ADP ribosylation factor like GTPase 3,up,NA
PDE6H,phosphodiesterase 6H,down,NA
PRAF2,PRA1 domain family member 2,up,NA
RAB6A,"RAB6A, member RAS oncogene family",down,NA
PARP12,poly(ADP-ribose) polymerase family member 12,up,NA
PSMD11,"proteasome 26S subunit, non-ATPase 11",up,NA
LRMP,lymphoid restricted membrane protein,down,NA
