861,RUNX1
28966,SNX24
8082,SSPN
54742,LY6K
115290,FBXO17
100509205,LOC100509205
7565,ZNF17
79651,RHBDF2
4938,OAS1
90355,C5orf30
6728,SRP19
57758,SCUBE2
10198,MPHOSPH9
4481,MSR1
3162,HMOX1
126823,KLHDC9
678,BRF2
3043,HBB
6936,C2orf3
100130468,LOC100130468
79714,CCDC51
50832,TAS2R4
5995,RGR
7096,TLR1
644054,FAM25C
23644,EDC4
8911,CACNA1I
10602,CDC42EP3
25850,ZNF345
9948,WDR1
23192,ATG4B
631,BFSP1
201931,TMEM192
4741,NEFM
2564,GABRE
7727,ZNF174
100506815,FOXP1-IT1
10471,PFDN6
79441,HAUS3
10410,IFITM3
22847,ZNF507
7385,UQCRC2
57061,HYMAI
79591,C10orf76
3572,IL6ST
55660,PRPF40A
378938,MALAT1
55188,RIC8B
8705,B3GALT4
79811,SLTM
137814,NKX2-6
730130,TMEM229A
83868,TTTY13
160518,DENND5B
22848,AAK1
90627,STARD13
100132356,LOC100132356
8216,LZTR1
56654,NPDC1
3059,HCLS1
3304,HSPA1B
64780,MICAL1
205147,FAM123C
347168,OR1J1
196,AHR
54852,PAQR5
6049,RNF6
29091,STXBP6
221400,TDRD6
6744,SSFA2
357,SHROOM2
4005,LMO2
23438,HARS2
3811,KIR3DL1
6616,SNAP25
56099,PCDHGB7
25822,DNAJB5
10656,KHDRBS3
79139,DERL1
64087,MCCC2
387990,TOMM20L
339500,ZNF678
55160,ARHGEF10L
100505951,LOC100505951
3108,HLA-DMA
9054,NFS1
6389,SDHA
55008,HERC6
64863,METTL4
401207,C5orf63
2287,FKBP3
142891,SAMD8
171389,PAN3
3081,HGD
5106,PCK2
9262,STK17B
23463,ICMT
2766,GMPR
9564,BCAR1
4524,MTHFR
645427,LOC645427
57794,SUGP1
278,AMY1C
1268,CNR1
84932,RAB2B
57101,ANO2
163351,GBP6
253650,ANKRD18A
285671,RNF180
23492,CBX7
374666,WASH3P
6629,SNRPB2
51075,TMX2
63939,C20orf177
55612,FERMT1
100131213,ZNF503-AS2
2073,ERCC5
2332,FMR1
441024,MTHFD2L
196264,MPZL3
163882,CNST
22941,SHANK2
83641,FAM107B
7290,HIRA
10184,LHFPL2
768096,HAR1A
146862,UNC45B
54856,GON4L
128710,C20orf94
26509,MYOF
404734,ANKHD1-EIF4EBP3
26256,CABYR
116966,WDR17
8816,BCRP2
118672,PSTK
130367,SGPP2
84062,DTNBP1
1191,TRPM2
54845,ESRP1
79762,C1orf115
7054,TH
55285,RBM41
203068,TUBB
65095,KRI1
831,CAST
2331,FMOD
55616,ASAP3
8881,CDC16
692212,SNORD99
3003,GZMK
100130927,LOC100130927
653567,TMEM236
56895,AGPAT4
80344,DCAF11
55034,MOCOS
2889,RAPGEF1
100506749,AGAP1-IT1
9611,NCOR1
9737,GPRASP1
85457,KIAA1737
51773,RSF1
138241,C9orf85
26127,FGFR1OP2
23585,TMEM50A
23317,DNAJC13
5708,RPN1
23331,TTC28
162962,ZNF836
64121,RRAGC
79134,TMEM185B
9260,PDLIM7
257407,C2orf72
125150,ZSWIM7
2243,FGA
254773,LYG2
200894,ARL13B
79414,LRFN3
3437,IFIT3
54820,NDE1
100289200,LOC100289200
23398,PPWD1
55278,QRSL1
114769,CARD16
5289,PIK3C3
8618,CADPS
126282,TNFAIP8L1
100885779,lincROR
285533,RNF175
4999,ORC2
153090,DAB2IP
85460,ZNF518B
26512,INTS6
5817,PVR
84640,USP38
80000,GREB1L
7486,WRN
10439,OLFM1
5437,POLR2H
644815,FAM83G
5054,SERPINE1
57480,PLEKHG1
79683,ZDHHC14
3013,HIST1H2AD
1743,DLST
51318,MRPL35
9905,SGSM2
647070,LOC647070
1811,SLC26A3
23265,EXOC7
729582,DIRC3
148523,C1orf51
5581,PRKCE
9817,KEAP1
648987,LOC648987
3105,HLA-A
51070,NOSIP
282996,RBM20
11164,NUDT5
84908,FAM136A
283078,MKX
374819,LRRC37A3
171425,CLYBL
10730,YME1L1
79754,ASB13
100652987,LOC100652987
3882,KRT32
252983,STXBP4
56052,ALG1
1427,CRYGS
284370,ZNF615
64318,NOC3L
4359,MPZ
79415,C17orf62
441430,ANKRD20A2
128486,FITM2
5887,RAD23B
54970,TTC12
89,ACTN3
100463488,MTRNR2L10
282991,BLOC1S2
348262,FAM195B
440330,LOC440330
10318,TNIP1
378948,RBMY1B
81567,TXNDC5
84461,NEURL4
79844,ZDHHC11
80055,PGAP1
4824,NKX3-1
79882,ZC3H14
94104,GCFC1
5862,RAB2A
692205,SNORD89
541578,CXorf40B
100509105,LOC100509105
55626,AMBRA1
8645,KCNK5
285819,LOC285819
90326,THAP3
81328,OR4A15
100506215,GCFC1-AS1
57222,ERGIC1
282974,STK32C
641746,LOC641746
55726,C12orf11
677836,SNORA58
128553,TSHZ2
6487,ST3GAL3
100507161,LOC100507161
8975,USP13
6291,SAA4
25904,CNOT10
100507494,LOC100507494
83699,SH3BGRL2
285175,UNC80
284613,CYB561D1
25994,HIGD1A
22953,P2RX2
255189,PLA2G4F
25903,OLFML2B
9668,ZNF432
100508118,LOC100508118
55530,SVOP
3026,HABP2
390502,SERPINA2
57679,ALS2
22841,RAB11FIP2
9069,CLDN12
1874,E2F4
9135,RABEP1
79885,HDAC11
7369,UMOD
23247,KIAA0556
84816,RTN4IP1
152926,PPM1K
118433,RPL23AP7
4188,MDFI
7450,VWF
1103,CHAT
161291,TMEM30B
79029,SPATA5L1
55343,SLC35C1
126410,CYP4F22
25923,ATL3
257218,SHPRH
6801,STRN
29781,NCAPH2
65263,PYCRL
360,AQP3
1788,DNMT3A
3458,IFNG
2672,GFI1
9987,HNRPDL
342909,ZNF284
5546,PRCC
4715,NDUFB9
100506136,LOC100506136
7552,ZNF711
745,C11orf9
3851,KRT4
5338,PLD2
100506268,LOC100506268
23450,SF3B3
100506120,LOC100506120
80017,C14orf159
23787,MTCH1
440423,SUZ12P
4726,NDUFS6
100129460,DPY19L1P1
374977,HEATR8
25782,RAB3GAP2
92305,TMEM129
5119,CHMP1A
8449,DHX16
6431,SRSF6
100507321,ERVK13-1
93550,ZFAND4
3267,AGFG1
92806,CENPBD1
346606,MOGAT3
953,ENTPD1
9064,MAP3K6
2354,FOSB
81926,FAM108A1
348013,FAM70B
3212,HOXB2
414328,C9orf103
11012,KLK11
100506114,LOC100506114
54859,C3orf75
6832,SUPV3L1
87769,A2LD1
393,ARHGAP4
100130442,LOC100130442
4216,MAP3K4
286149,LOC286149
1510,CTSE
994,CDC25B
347688,TUBB8
1465,CSRP1
55806,HR
369,ARAF
3667,IRS1
441459,ANKRD18B
9674,KIAA0040
94059,LENG9
100129931,LOC100129931
254827,NAALADL2
158293,FAM120AOS
10474,TADA3
100509100,LOC100509100
138652,PRSS47
23266,LPHN2
23742,C15orf2
100507637,LOC100507637
5526,PPP2R5B
201164,PLD6
4017,LOXL2
57619,SHROOM3
9836,LCMT2
100509315,LOC100509315
161424,C14orf21
2784,GNB3
80704,SLC19A3
91543,RSAD2
4068,MTCP1
8314,BAP1
84203,TXNDC2
201176,ARHGAP27
55149,MTPAP
6662,SRA1
100505785,KIRREL-IT1
339263,C17orf51
1755,SAG
352909,C19orf51
5376,PMP22
1410,CRYAB
4594,MUT
100272216,LOC100272216
51430,C1orf9
9578,CDC42BPB
92014,MCART1
64789,DEM1
7181,NR2C1
339005,WHAMMP3
10010,TANK
57495,KIAA1239
3339,HSPG2
374868,ATP9B
9972,NUP153
3383,ICAM1
29124,LGALS13
1174,AP1S1
147660,ZNF578
3416,IDE
79905,TMC7
1316,KLF6
100130345,LOC100130345
7027,TFDP1
7094,TLN1
286336,FAM78A
6464,SHC1
254439,C11orf86
4683,NBN
5979,RET
27185,DISC1
100506187,LOC100506187
79058,ASPSCR1
60526,C2orf43
100653221,LOC100653221
57016,ARL1
581,BAX
5460,POU5F1
126549,ANKLE1
643382,C14orf176
79868,ALG13
80005,DOCK5
80204,FBXO11
79017,GGCT
285676,ZNF454
100506459,LOC100506459
1613,DAPK3
51635,DHRS7
154043,CNKSR3
79871,RPAP2
84517,ARPM1
3635,INPP5D
5297,PI4KA
11342,RNF13
79858,NEK11
214,ALCAM
51232,CRIM1
55018,LINC00483
79157,MFSD11
5052,PRDX1
440823,MIAT
57620,STIM2
9699,RIMS2
8714,ABCC3
55105,GPATCH2
644656,LOC644656
673,BRAF
84174,SLA2
401024,FSIP2
441687,TEX21P
55071,C9orf40
89781,HPS4
51593,SRRT
9855,FARP2
659,BMPR2
1211,CLTA
222194,RSBN1L
10714,POLD3
53832,IL20RA
117286,CIB3
23765,IL17RA
5373,PMM2
100129104,LOC100129104
55252,ASXL2
4593,MUSK
81614,NIPA2
55898,SMAP1
138151,NACC2
1119,CHKA
100526737,RBM14-RBM4
341392,ACSM4
5860,QDPR
255488,RNF144B
8631,SKAP1
8358,HIST1H3B
7422,VEGFA
54998,AURKAIP1
55023,PHIP
150962,PUS10
100507351,LOC100507351
147923,ZNF420
51101,FAM164A
80095,ZNF606
100133299,LOC100133299
727684,C1orf195
81851,KRTAP1-1
23114,NFASC
4881,NPR1
151556,GPR155
100132790,LOC100132790
9866,TRIM66
6835,SURF2
284451,ODF3L2
51196,PLCE1
54704,PDP1
55293,UEVLD
256536,TCERG1L
4609,MYC
64147,KIF9
55039,TRMT12
85300,ATCAY
10174,SORBS3
100509256,LOC100509256
55450,CAMK2N1
84366,PRAC
56140,PCDHA8
84628,NTNG2
125050,RN7SK
7186,TRAF2
11184,MAP4K1
129563,DIS3L2
439941,FER1L6-AS1
100128429,LOC100128429
84914,ZNF587
3320,HSP90AA1
89845,ABCC10
54834,GDAP2
387496,RASL11A
57623,ZFAT
100132708,CYP4F30P
684,BST2
283788,LOC283788
6489,ST8SIA1
1234,CCR5
80011,FAM192A
84757,MGC10814
5624,PC
100652838,LOC100652838
128872,HMGB3P1
80148,PQLC1
79853,TM4SF20
114131,UCN3
23049,SMG1
53349,ZFYVE1
4671,NAIP
29071,C1GALT1C1
115,ADCY9
84173,ELMOD3
3204,HOXA7
166785,MMAA
388662,SLC6A17
2731,GLDC
10625,IVNS1ABP
23142,DCUN1D4
10362,HMG20B
2720,EBP
9583,ENTPD4
128312,HIST3H2BB
81704,DOCK8
5619,PRM1
1877,E4F1
404665,C19orf29-AS1
79783,C7orf10
50809,HP1BP3
84223,IQCG
5711,PSMD5
79696,FAM164C
148014,TTC9B
113451,AZI2
5339,PLEC
80219,COQ10B
114898,C1QTNF2
79718,TBL1XR1
131566,DCBLD2
253639,ZNF620
100507930,LOC100507930
23043,TNIK
89777,SERPINB12
145282,MIPOL1
100506285,LOC100506285
55729,ATF7IP
4329,ALDH6A1
161003,STOML3
51277,DNAJC27
4283,CXCL9
10991,SLC38A3
634,CEACAM1
4799,NFX1
64116,SLC39A8
157,ADRBK2
808,CALM3
7803,PTP4A1
100507807,LOC100507807
3607,FOXK2
23224,SYNE2
391253,SPINT4
339766,HEATR7B1
8547,FCN3
401427,OR2A7
9716,AQR
120406,FAM55B
1653,DDX1
8997,CHD5
8863,PER3
7059,THBS3
6988,TCTA
51188,SS18L2
100462983,MTRNR2L3
1131,CHRM3
55605,KIF21A
162427,FAM134C
84946,LTV1
23654,PLXNB2
100302692,FTX
578,BAK1
5473,PPBP
137872,ADHFE1
23334,SZT2
1573,CYP2J2
27136,MORC1
9540,TP53I3
112858,TP53RK
9645,MICALCL
114836,SLAMF6
162073,ITPRIPL2
80775,TMEM177
124583,CANT1
9871,SEC24D
3213,HOXB3
5993,RFX5
1979,EIF4EBP2
80270,HSD3B7
284630,LOC284630
285605,DTWD2
25975,EGFL6
1488,CTBP2
54867,TMEM214
64434,NOM1
10691,GMEB1
9589,WTAP
6621,SNAPC4
9677,PPIP5K1
729096,BMS1P4
80036,TRPM3
389015,SLC9A4
1621,DBH
2029,ENSA
57708,MIER1
100131043,LOC100131043
84717,HDGFRP2
650794,MIPEPP3
132158,GLYCTK
55628,ZNF407
2334,AFF2
306,ANXA3
23637,RABGAP1
5097,PCDH1
100129534,LOC100129534
91050,CCDC149
284697,KIAA1107
55000,TUG1
83593,RASSF5
5138,PDE2A
364,AQP7
79887,PLBD1
120534,C11orf46
284669,LOC284669
56890,MDM1
6710,SPTB
5871,MAP4K2
677832,SNORA53
55508,SLC35E3
2535,FZD2
3423,IDS
348793,WDR53
339487,ZBTB8OS
3620,IDO1
84532,ACSS1
7421,VDR
146433,IL34
4286,MITF
100507113,ZNF638-IT1
135458,HUS1B
224,ALDH3A2
9943,OXSR1
51385,ZNF589
3554,IL1R1
4162,MCAM
327657,SERPINA9
677825,SNORA44
100505983,LOC100505983
1729,DIAPH1
2972,BRF1
401180,LOC401180
4129,MAOB
219293,ATAD3C
5324,PLAG1
84675,TRIM55
3654,IRAK1
26800,SNORD49A
7180,CRISP2
325,APCS
58488,PCTP
4288,MKI67
355,FAS
5675,PSG6
22852,ANKRD26
3606,IL18
51547,SIRT7
55653,BCAS4
441268,LOC441268
127703,C1orf216
23762,OSBP2
5909,RAP1GAP
378925,RNF148
25932,CLIC4
55225,RAVER2
390003,GUCY2GP
66000,TMEM108
779,CACNA1S
55800,SCN3B
83692,CD99L2
3558,IL2
161436,EML5
3061,HCRTR1
105500240,XLOC_009911
200014,CC2D1B
63923,TNN
157285,SGK223
10576,CCT2
26793,SNORD56
4194,MDM4
56658,TRIM39
7091,TLE4
400566,C17orf97
1551,CYP3A7
26267,FBXO10
10961,ERP29
4880,NPPC
4692,NDN
23530,NNT
7203,CCT3
3933,LCN1
4641,MYO1C
5343,PLGLB1
2043,EPHA4
6448,SGSH
11083,DIDO1
146691,TOM1L2
7251,TSG101
6606,SMA4
283987,C17orf28
100507209,LOC100507209
23122,CLASP2
8859,STK19
64778,FNDC3B
285989,ZNF789
3032,HADHB
29123,ANKRD11
10926,DBF4
27032,ATP2C1
4702,NDUFA8
79957,PAQR6
10087,COL4A3BP
286676,ILDR1
8940,TOP3B
677833,SNORA54
60,ACTB
9441,MED26
27306,HPGDS
23516,SLC39A14
595,CCND1
84942,WDR73
100652937,LOC100652937
55709,KBTBD4
91137,SLC25A46
158931,TCEAL6
117166,WFIKKN1
79836,LONRF3
5562,PRKAA1
6891,TAP2
8405,SPOP
388591,RNF207
983,CDK1
285622,NBPF22P
653619,PRAMEF15
57406,ABHD6
23144,ZC3H3
5081,PAX7
323,APBB2
29095,ORMDL2
113828,FAM83F
387032,ZKSCAN4
118426,LOH12CR1
122704,MRPL52
10865,ARID5A
149992,ANKRD30BP2
56938,ARNTL2
3676,ITGA4
283385,MORN3
64285,RHBDF1
4864,POGZ
10678,B3GNT2
100130428,LOC100130428
57688,ZSWIM6
2191,FAP
1562,CYP2C18
130340,AP1S3
374907,B3GNT8
652,BMP4
51438,MAGEC2
55213,RCBTB1
10133,OPTN
84302,C9orf125
338699,ANKRD42
5335,PLCG1
9373,PLAA
400221,FLJ22447
64773,FAM113A
55702,CCDC94
55686,MREG
8862,APLN
90580,C19orf52
27086,FOXP1
27071,DAPP1
54943,DNAJC28
6836,SURF4
401115,C4orf48
643866,CBLN3
256643,CXorf23
7162,TPBG
55904,MLL5
9275,BCL7B
32,ACACB
10330,CNPY2
65267,WNK3
100113378,SNORD119
9830,TRIM14
26112,CCDC69
4889,NPY5R
10231,RCAN2
9801,MRPL19
11123,RCAN3
645784,ANKRD36BP2
51696,HECA
10873,ME3
79712,GTDC1
152992,METTL19
80817,CEP44
60528,ELAC2
55734,ZFP64
5601,MAPK9
728975,LOC728975
344454,AOX2P
81539,SLC38A1
441191,RNF216P1
51250,C6orf203
3552,IL1A
100506869,LOC100506869
5157,PDGFRL
10240,MRPS31
57570,TRMT5
124912,SPACA3
124491,TMEM170A
2920,CXCL2
146395,GSG1L
646762,LOC646762
23161,SNX13
27290,SPINK4
55113,XKR8
54868,TMEM104
57198,ATP8B2
266727,MDGA1
81543,C21orf30
81688,C6orf62
53346,TM6SF1
161835,FSIP1
3965,LGALS9
51460,SFMBT1
9114,ATP6V0D1
1514,CTSL1
284443,ZNF493
639,PRDM1
90861,HN1L
10640,EXOC5
7092,TLL1
100532736,C1orf151-NBL1
11159,RABL2A
79173,C19orf57
6884,TAF13
93492,TPTE2
79582,SPAG16
1186,CLCN7
5971,RELB
25799,ZNF324
728411,GUSBP1
55182,RNF220
5641,LGMN
401335,C7orf65
5600,MAPK11
8328,GFI1B
10659,CELF2
7425,VGF
421,ARVCF
23029,RBM34
207063,DHRSX
157247,MGC27345
445,ASS1
29945,ANAPC4
3303,HSPA1A
113251,LARP4
9584,RBM39
28902,IGKV1D-13
284996,RNF149
389396,GLYATL3
8559,PRPF18
23241,PACS2
57099,AVEN
5937,RBMS1
6738,TROVE2
89910,UBE3B
389766,C9orf153
284116,KRT42P
112950,MED8
56243,KIAA1217
23353,SUN1
1455,CSNK1G2
10444,ZER1
94101,ORMDL1
84936,ZFYVE19
389898,UBE2NL
7417,VDAC2
3769,KCNJ13
645460,FLJ44342
5271,SERPINB8
139741,ACTRT1
158431,ZNF782
27010,TPK1
10746,MAP3K2
9665,KIAA0430
63971,KIF13A
79695,GALNT12
11329,STK38
23417,MLYCD
22978,NT5C2
54916,C14orf101
23538,OR52A1
90288,C3orf25
10669,CGREF1
79184,BRCC3
84057,MND1
54557,SGTB
56128,PCDHB8
26230,TIAM2
284297,SSC5D
64854,USP46
6559,SLC12A3
6926,TBX3
84674,CARD6
89796,NAV1
5524,PPP2R4
55668,C14orf118
6043,SNORA63
286122,C8orf31
139716,GAB3
4882,NPR2
124044,SPATA2L
23328,SASH1
6519,SLC3A1
729723,DNAJC27-AS1
103910,MYL12B
3918,LAMC2
3226,HOXC10
55737,VPS35
400798,C1orf220
26503,SLC17A5
10311,DSCR3
84181,CHD6
503645,DPRXP4
100507645,LOC100507645
347344,ZNF81
1958,EGR1
285464,CRIPAK
8675,STX16
103,ADAR
11185,INMT
85369,FAM40A
136227,EMID2
6281,S100A10
266812,NAP1L5
400499,LOC400499
54847,SIDT1
116496,FAM129A
199974,CYP4Z1
9919,SEC16A
100124692,LOC100124692
9755,TBKBP1
90007,MIDN
149483,CCDC17
51125,GOLGA7
2810,SFN
22950,SLC4A1AP
91661,ZNF765
284513,LOC284513
79050,NOC4L
59277,NTN4
144100,PLEKHA7
27445,PCLO
64949,MRPS26
4149,MAX
389715,FAM205B
23276,KLHL18
10575,CCT4
100292409,LOC100292409
3265,HRAS
619570,SNORD95
5058,PAK1
116938,SNORD83B
474343,SPIN2B
100506342,LOC100506342
78999,LRFN4
4744,NEFH
23150,FRMD4B
23424,TDRD7
50626,CYHR1
4677,NARS
1871,E2F3
374,AREG
1951,CELSR3
29072,HIP1
100329167,AAA1
388210,LOC388210
6872,TAF1
55776,C6orf64
283214,LOC283214
284950,LOC284950
65260,SELRC1
7587,ZNF37A
373863,DND1
79442,LRRC2
10368,CACNG3
548645,DNAJC25
5521,PPP2R2B
80332,ADAM33
9567,GTPBP1
5796,PTPRK
51659,GINS2
51309,ARMCX1
3964,LGALS8
23233,EXOC6B
6359,CCL15
54872,PIGG
805,CALM2
3566,IL4R
285966,FAM115C
5747,PTK2
781,CACNA2D1
9743,ARHGAP32
7469,WHSC2
27166,PRELID1
